% Output generated by QOMET v2.1.0 beta - deltaQ (revision 92)
% time from_id from_node_x from_node_y from_node_z to_id to_node_x to_node_y to_node_z distance Pr SNR FER num_retr op_rate bandwidth loss_rate delay jitter
13.50 1 6.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 12.0649 -80.7781 19.2219 0.0000 0.0000 11000000.00 6192728.31 0.0000 1.3590 0.1600
14.00 0 0.000000 0.000000 0.000000 1 7.000000 10.000000 0.000000 12.2066 -81.0619 18.9381 0.0000 0.0000 11000000.00 6192708.45 0.0000 1.3590 0.1600
14.00 1 7.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 12.2066 -81.0619 18.9381 0.0000 0.0000 11000000.00 6192708.45 0.0000 1.3590 0.1600
14.50 0 0.000000 0.000000 0.000000 1 7.250000 10.000000 0.000000 12.3516 -81.3493 18.6507 0.0000 0.0000 11000000.00 6192681.70 0.0000 1.3590 0.1600
14.50 1 7.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 12.3516 -81.3493 18.6507 0.0000 0.0000 11000000.00 6192681.70 0.0000 1.3590 0.1600
15.00 0 0.000000 0.000000 0.000000 1 7.500000 10.000000 0.000000 12.5000 -81.6397 18.3603 0.0000 0.0000 11000000.00 6192645.61 0.0000 1.3590 0.1601
15.00 1 7.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 12.5000 -81.6397 18.3603 0.0000 0.0000 11000000.00 6192645.61 0.0000 1.3590 0.1601
15.50 0 0.000000 0.000000 0.000000 1 7.750000 10.000000 0.000000 12.6516 -81.9328 18.0672 0.0000 0.0000 11000000.00 6192596.82 0.0000 1.3590 0.1601
15.50 1 7.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 12.6516 -81.9328 18.0672 0.0000 0.0000 11000000.00 6192596.82 0.0000 1.3590 0.1601
16.00 0 0.000000 0.000000 0.000000 1 8.000000 10.000000 0.000000 12.8062 -82.2283 17.7717 0.0000 0.0000 11000000.00 6192530.81 0.0000 1.3591 0.1601
16.00 1 8.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 12.8062 -82.2283 17.7717 0.0000 0.0000 11000000.00 6192530.81 0.0000 1.3591 0.1601
16.50 0 0.000000 0.000000 0.000000 1 8.250000 10.000000 0.000000 12.9639 -82.5259 17.4741 0.0000 0.0000 11000000.00 6192441.40 0.0000 1.3591 0.1601
16.50 1 8.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 12.9639 -82.5259 17.4741 0.0000 0.0000 11000000.00 6192441.40 0.0000 1.3591 0.1601
17.00 0 0.000000 0.000000 0.000000 1 8.500000 10.000000 0.000000 13.1244 -82.8252 17.1748 0.0001 0.0001 11000000.00 6192320.19 0.0000 1.3591 0.1602
17.00 1 8.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 13.1244 -82.8252 17.1748 0.0001 0.0001 11000000.00 6192320.19 0.0000 1.3591 0.1602
17.50 0 0.000000 0.000000 0.000000 1 8.750000 10.000000 0.000000 13.2877 -83.1259 16.8741 0.0001 0.0001 11000000.00 6192155.79 0.0000 1.3591 0.1603
17.50 1 8.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 13.2877 -83.1259 16.8741 0.0001 0.0001 11000000.00 6192155.79 0.0000 1.3591 0.1603
18.00 0 0.000000 0.000000 0.000000 1 9.000000 10.000000 0.000000 13.4536 -83.4277 16.5723 0.0001 0.0001 11000000.00 6191932.74 0.0000 1.3592 0.1604
18.00 1 9.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 13.4536 -83.4277 16.5723 0.0001 0.0001 11000000.00 6191932.74 0.0000 1.3592 0.1604
18.50 0 0.000000 0.000000 0.000000 1 9.250000 10.000000 0.000000 13.6221 -83.7304 16.2696 0.0002 0.0002 11000000.00 6191630.08 0.0000 1.3593 0.1605
18.50 1 9.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 13.6221 -83.7304 16.2696 0.0002 0.0002 11000000.00 6191630.08 0.0000 1.3593 0.1605
19.00 0 0.000000 0.000000 0.000000 1 9.500000 10.000000 0.000000 13.7931 -84.0338 15.9662 0.0002 0.0002 11000000.00 6191219.40 0.0000 1.3593 0.1607
19.00 1 9.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 13.7931 -84.0338 15.9662 0.0002 0.0002 11000000.00 6191219.40 0.0000 1.3593 0.1607
19.50 0 0.000000 0.000000 0.000000 1 9.750000 10.000000 0.000000 13.9665 -84.3376 15.6624 0.0003 0.0003 11000000.00 6190662.29 0.0000 1.3595 0.1609
19.50 1 9.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 13.9665 -84.3376 15.6624 0.0003 0.0003 11000000.00 6190662.29 0.0000 1.3595 0.1609
20.00 0 0.000000 0.000000 0.000000 1 10.000000 10.000000 0.000000 14.1421 -84.6416 15.3584 0.0004 0.0004 11000000.00 6189906.84 0.0000 1.3596 0.1612
20.00 1 10.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 14.1421 -84.6416 15.3584 0.0004 0.0004 11000000.00 6189906.84 0.0000 1.3596 0.1612
20.50 0 0.000000 0.000000 0.000000 1 10.250000 10.000000 0.000000 14.3200 -84.9455 15.0545 0.0005 0.0005 11000000.00 6188882.98 0.0000 1.3599 0.1616
20.50 1 10.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 14.3200 -84.9455 15.0545 0.0005 0.0005 11000000.00 6188882.98 0.0000 1.3599 0.1616
21.00 0 0.000000 0.000000 0.000000 1 10.500000 10.000000 0.000000 14.5000 -85.2493 14.7507 0.0007 0.0007 11000000.00 6187496.31 0.0000 1.3602 0.1622
21.00 1 10.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 14.5000 -85.2493 14.7507 0.0007 0.0007 11000000.00 6187496.31 0.0000 1.3602 0.1622
21.50 0 0.000000 0.000000 0.000000 1 10.750000 10.000000 0.000000 14.6820 -85.5528 14.4472 0.0009 0.0009 11000000.00 6185619.79 0.0000 1.3606 0.1630
21.50 1 10.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 14.6820 -85.5528 14.4472 0.0009 0.0009 11000000.00 6185619.79 0.0000 1.3606 0.1630
22.00 0 0.000000 0.000000 0.000000 1 11.000000 10.000000 0.000000 14.8661 -85.8557 14.1443 0.0013 0.0013 11000000.00 6183082.75 0.0000 1.3611 0.1641
22.00 1 11.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 14.8661 -85.8557 14.1443 0.0013 0.0013 11000000.00 6183082.75 0.0000 1.3611 0.1641
22.50 0 0.000000 0.000000 0.000000 1 11.250000 10.000000 0.000000 15.0520 -86.1580 13.8420 0.0017 0.0017 11000000.00 6179656.21 0.0000 1.3619 0.1655
22.50 1 11.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 15.0520 -86.1580 13.8420 0.0017 0.0017 11000000.00 6179656.21 0.0000 1.3619 0.1655
23.00 0 0.000000 0.000000 0.000000 1 11.500000 10.000000 0.000000 15.2398 -86.4595 13.5405 0.0023 0.0023 11000000.00 6175033.55 0.0000 1.3629 0.1674
23.00 1 11.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 15.2398 -86.4595 13.5405 0.0023 0.0023 11000000.00 6175033.55 0.0000 1.3629 0.1674
23.50 0 0.000000 0.000000 0.000000 1 11.750000 10.000000 0.000000 15.4293 -86.7601 13.2399 0.0031 0.0031 11000000.00 6168804.76 0.0000 1.3643 0.1700
23.50 1 11.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 15.4293 -86.7601 13.2399 0.0031 0.0031 11000000.00 6168804.76 0.0000 1.3643 0.1700
24.00 0 0.000000 0.000000 0.000000 1 12.000000 10.000000 0.000000 15.6205 -87.0596 12.9404 0.0042 0.0042 11000000.00 6160422.50 0.0000 1.3661 0.1735
24.00 1 12.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 15.6205 -87.0596 12.9404 0.0042 0.0042 11000000.00 6160422.50 0.0000 1.3661 0.1735
24.50 0 0.000000 0.000000 0.000000 1 12.250000 10.000000 0.000000 15.8134 -87.3581 12.6419 0.0057 0.0057 11000000.00 6149157.25 0.0000 1.3686 0.1783
24.50 1 12.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 15.8134 -87.3581 12.6419 0.0057 0.0057 11000000.00 6149157.25 0.0000 1.3686 0.1783
25.00 0 0.000000 0.000000 0.000000 1 12.500000 10.000000 0.000000 16.0078 -87.6553 12.3447 0.0077 0.0077 11000000.00 6134038.10 0.0000 1.3720 0.1846
25.00 1 12.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 16.0078 -87.6553 12.3447 0.0077 0.0077 11000000.00 6134038.10 0.0000 1.3720 0.1846
25.50 0 0.000000 0.000000 0.000000 1 12.750000 10.000000 0.000000 16.2038 -87.9512 12.0488 0.0103 0.0104 11000000.00 6113774.64 0.0000 1.3766 0.1931
25.50 1 12.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 16.2038 -87.9512 12.0488 0.0103 0.0104 11000000.00 6113774.64 0.0000 1.3766 0.1931
26.00 0 0.000000 0.000000 0.000000 1 13.000000 10.000000 0.000000 16.4012 -88.2458 11.7542 0.0138 0.0140 11000000.00 6086653.81 0.0000 1.3827 0.2045
26.00 1 13.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 16.4012 -88.2458 11.7542 0.0138 0.0140 11000000.00 6086653.81 0.0000 1.3827 0.2045
26.50 0 0.000000 0.000000 0.000000 1 13.250000 10.000000 0.000000 16.6001 -88.5389 11.4611 0.0186 0.0189 11000000.00 6050403.40 0.0000 1.3910 0.2198
26.50 1 13.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 16.6001 -88.5389 11.4611 0.0186 0.0189 11000000.00 6050403.40 0.0000 1.3910 0.2198
27.00 0 0.000000 0.000000 0.000000 1 13.500000 10.000000 0.000000 16.8003 -88.8305 11.1695 0.0248 0.0255 11000000.00 6002010.61 0.0000 1.4022 0.2403
27.00 1 13.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 16.8003 -88.8305 11.1695 0.0248 0.0255 11000000.00 6002010.61 0.0000 1.4022 0.2403
27.50 0 0.000000 0.000000 0.000000 1 13.750000 10.000000 0.000000 17.0018 -89.1205 10.8795 0.0332 0.0343 11000000.00 5937479.27 0.0000 1.4174 0.2677
27.50 1 13.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 17.0018 -89.1205 10.8795 0.0332 0.0343 11000000.00 5937479.27 0.0000 1.4174 0.2677
28.00 0 0.000000 0.000000 0.000000 1 14.000000 10.000000 0.000000 17.2047 -89.4089 10.5911 0.0443 0.0464 11000000.00 5851500.81 0.0000 1.4383 0.3044
